restart,iteration,temperature,mutation_scale,current_accuracy,best_accuracy,current_margin,best_margin,visual_clutter,contour_density,color_variability,figure_ground_contrast,layout_regularity
1,10500,0.005570920951622025,0.03206127257741981,0.6884057971014492,0.7246376811594203,8.624760193749992,3.688026340520263,0.5611,0.0305,0.0304,0.2273,0.1508
1,11000,0.004907089696792903,0.02907411515863899,0.6811594202898551,0.7246376811594203,7.553775615998501,3.688026340520263,0.2931,0.2941,0.095,0.1517,0.166
1,11500,0.004322360611733344,0.02636527200274436,0.6811594202898551,0.7246376811594203,4.817433665838377,3.688026340520263,0.119,0.0918,0.1113,0.0596,0.6184
1,12000,0.0038073078774317577,0.023908812494750926,0.6811594202898551,0.7246376811594203,4.499628759616355,3.688026340520263,0.0737,0.1072,0.1416,0.09,0.5874
1,12500,0.003353628856001657,0.02168122198207009,0.6739130434782609,0.7246376811594203,6.523854179773421,3.688026340520263,0.2487,0.1855,0.1198,0.3766,0.0694
1,13000,0.0029540102523554247,0.019661176678641073,0.6739130434782609,0.7246376811594203,5.7390951351577275,3.688026340520263,0.1118,0.2729,0.1334,0.1362,0.3457
1,13500,0.0026020102240605987,0.017829339541305285,0.6811594202898551,0.7246376811594203,5.478867465854228,3.688026340520263,0.1416,0.1849,0.1034,0.2741,0.296
1,14000,0.0022919545389923283,0.01616817516443394,0.6884057971014492,0.7246376811594203,7.385383257616496,3.688026340520263,0.296,0.255,0.1021,0.1359,0.211
1,14500,0.0020188451068458195,0.014661781920873132,0.6884057971014492,0.7246376811594203,6.120123156474193,3.688026340520263,0.1808,0.2328,0.093,0.1912,0.3023
1,15000,0.001778279410038923,0.013295739742362471,0.6884057971014492,0.7246376811594203,5.458417586466919,3.688026340520263,0.1469,0.1821,0.0751,0.3376,0.2583
1,15500,0.001566379535232905,0.01205697208229309,0.6884057971014492,0.7246376811594203,6.090100050433446,3.688026340520263,0.1877,0.2156,0.0905,0.1979,0.3082
1,16000,0.0013797296614612145,0.010933620739432779,0.6884057971014492,0.7246376811594203,7.397899920206665,3.688026340520263,0.2802,0.2812,0.1116,0.0902,0.2368
1,16500,0.0012153209971763482,0.009914932344358453,0.6884057971014492,0.7246376811594203,6.344858768523791,3.688026340520263,0.1904,0.2589,0.0921,0.2301,0.2285
1,17000,0.0010705032786013148,0.008991155421978295,0.6884057971014492,0.7246376811594203,6.237368689669183,3.688026340520263,0.2175,0.1909,0.0864,0.2112,0.294
1,17500,0.000942942047540283,0.008153447044766548,0.6884057971014492,0.7246376811594203,6.756403221082387,3.688026340520263,0.2562,0.2122,0.0958,0.1474,0.2884
1,18000,0.0008305810199677136,0.007393788183141569,0.6884057971014492,0.7246376811594203,6.429445041483394,3.688026340520263,0.2233,0.2096,0.0955,0.1144,0.3573
1,18500,0.000731608938778537,0.00670490694267202,0.6884057971014492,0.7246376811594203,5.9889105153315585,3.688026340520263,0.1684,0.2328,0.0911,0.2286,0.2791
1,19000,0.0006444303763664909,0.006080208953293288,0.6884057971014492,0.7246376811594203,5.436580466924059,3.688026340520263,0.1561,0.155,0.0888,0.2756,0.3245
1,19500,0.0005676400163688651,0.005513714244179366,0.6884057971014492,0.7246376811594203,5.239916190251765,3.688026340520263,0.1439,0.1422,0.086,0.2986,0.3293
1,20000,0.0005,0.005,0.6884057971014492,0.7246376811594203,5.922131310081572,3.688026340520263,0.1736,0.2154,0.0838,0.2862,0.241
2,500,0.07046719548751319,0.22670743252963846,0.6014492753623188,0.7246376811594203,6.503803287037447,3.688026340520263,0.2388,0.0483,0.6164,0.0483,0.0483
2,1000,0.06207032049844251,0.20558503985672227,0.644927536231884,0.7246376811594203,6.974619055745331,3.688026340520263,0.0589,0.5582,0.2651,0.0589,0.0589
2,1500,0.05467401760670432,0.1864306262096836,0.6666666666666666,0.7246376811594203,10.144657782574324,3.688026340520263,0.621,0.1826,0.0837,0.0563,0.0563
2,2000,0.04815905858474214,0.16906083445156034,0.6304347826086957,0.7246376811594203,5.026736294674709,3.688026340520263,0.0286,0.2084,0.4204,0.0669,0.2757
2,2500,0.04242042244732032,0.153309390879326,0.644927536231884,0.7246376811594203,6.2361692843599394,3.688026340520263,0.0295,0.4787,0.2549,0.1006,0.1364
2,3000,0.037365602515727674,0.13902551355573906,0.6666666666666666,0.7246376811594203,5.598678723347388,3.688026340520263,0.2308,0.0642,0.0257,0.1926,0.4866
2,3500,0.03291311521230621,0.1260724689373442,0.6811594202898551,0.7246376811594203,6.793053338924163,3.688026340520263,0.3013,0.1394,0.0973,0.2017,0.2603
2,4000,0.028991186547107823,0.11432626298183159,0.6739130434782609,0.7246376811594203,9.339852429737437,3.688026340520263,0.5136,0.1959,0.1954,0.0517,0.0434
2,4500,0.02553659512287512,0.10367445420527714,0.6594202898550725,0.7246376811594203,5.620672894189097,3.688026340520263,0.1836,0.1524,0.0473,0.3083,0.3083
2,5000,0.022493653007613964,0.09401507732715984,0.6521739130434783,0.7246376811594203,4.59671981012275,3.688026340520263,0.0303,0.2518,0.0303,0.503,0.1846
2,5500,0.019813308046447778,0.08525566719966332,0.6666666666666666,0.7246376811594203,6.692420650616095,3.688026340520263,0.2852,0.1787,0.0341,0.4754,0.0265
2,6000,0.017452353142041924,0.07731237367774793,0.644927536231884,0.7246376811594203,6.1573207823965355,3.688026340520263,0.0938,0.3701,0.1998,0.2636,0.0727
2,6500,0.01537272975721729,0.07010915895701694,0.6304347826086957,0.7246376811594203,7.634046459556719,3.688026340520263,0.0649,0.7325,0.0422,0.0806,0.0798
2,7000,0.01354091441223178,0.06357706969583046,0.6739130434782609,0.7246376811594203,6.487242072350781,3.688026340520263,0.2927,0.1031,0.0873,0.2529,0.264
2,7500,0.011927378287080268,0.05765357695399842,0.7028985507246377,0.7246376811594203,3.4208763083420797,3.688026340520263,0.0279,0.0428,0.0279,0.6108,0.2906
2,8000,0.010506111217615069,0.05228197762956366,0.6811594202898551,0.7246376811594203,6.363015987944913,3.688026340520263,0.3289,0.029,0.0344,0.2442,0.3635
2,8500,0.009254202412315456,0.04741085166388148,0.6739130434782609,0.7246376811594203,7.796180909183388,3.688026340520263,0.4418,0.0593,0.1599,0.3089,0.0301
2,9000,0.008151471130870617,0.04299356981904843,0.717391304347826,0.7246376811594203,3.8123341720453814,3.688026340520263,0.0791,0.0289,0.0289,0.753,0.1102
2,9500,0.007180141371123501,0.038987847315840894,0.6739130434782609,0.7246376811594203,5.632330007125557,3.688026340520263,0.2398,0.0275,0.1418,0.3208,0.2701
2,10000,0.006324555320336759,0.035355339059327376,0.6739130434782609,0.7246376811594203,4.803274120315431,3.688026340520263,0.1476,0.073,0.0485,0.4915,0.2395
2,10500,0.005570920951622025,0.03206127257741981,0.6739130434782609,0.7246376811594203,5.965545350070784,3.688026340520263,0.2283,0.136,0.0795,0.5261,0.0302
2,11000,0.004907089696792903,0.02907411515863899,0.7101449275362319,0.7246376811594203,3.5389498215452115,3.6982780362555605,0.0478,0.0294,0.0483,0.7565,0.1181
2,11500,0.004322360611733344,0.02636527200274436,0.7101449275362319,0.7246376811594203,3.654194021155092,3.6982780362555605,0.061,0.0327,0.0297,0.7717,0.1049
2,12000,0.0038073078774317577,0.023908812494750926,0.7028985507246377,0.7246376811594203,4.269865330805497,3.6982780362555605,0.1195,0.0386,0.0282,0.6932,0.1205
2,12500,0.003353628856001657,0.02168122198207009,0.7028985507246377,0.7246376811594203,4.517101232785252,3.6982780362555605,0.1509,0.0285,0.0285,0.7094,0.0828
2,13000,0.0029540102523554247,0.019661176678641073,0.717391304347826,0.7246376811594203,4.103985129857136,3.6982780362555605,0.1084,0.0297,0.0308,0.7539,0.0772
2,13500,0.0026020102240605987,0.017829339541305285,0.717391304347826,0.7246376811594203,3.4407198821474916,3.6982780362555605,0.0395,0.0285,0.0285,0.6839,0.2196
2,14000,0.0022919545389923283,0.01616817516443394,0.7246376811594203,0.7246376811594203,3.5536136889442185,3.6982780362555605,0.0514,0.0299,0.0314,0.7487,0.1386
2,14500,0.0020188451068458195,0.014661781920873132,0.717391304347826,0.7246376811594203,3.5855610332303316,3.6982780362555605,0.0543,0.0291,0.0291,0.6994,0.188
2,15000,0.001778279410038923,0.013295739742362471,0.7246376811594203,0.7246376811594203,3.6431968539878135,3.6982780362555605,0.0595,0.0315,0.0315,0.7372,0.1404
2,15500,0.001566379535232905,0.01205697208229309,0.7246376811594203,0.7246376811594203,3.663677383749172,3.6982780362555605,0.0631,0.0297,0.0297,0.7487,0.1288
2,16000,0.0013797296614612145,0.010933620739432779,0.7246376811594203,0.7246376811594203,3.533816830383157,3.6982780362555605,0.0484,0.032,0.0302,0.7473,0.1422
2,16500,0.0012153209971763482,0.009914932344358453,0.7246376811594203,0.7246376811594203,3.480197806964571,3.6982780362555605,0.043,0.0303,0.0339,0.7379,0.1549
2,17000,0.0010705032786013148,0.008991155421978295,0.7246376811594203,0.7246376811594203,3.6331256850893365,3.6982780362555605,0.0597,0.0296,0.0296,0.7372,0.1439
2,17500,0.000942942047540283,0.008153447044766548,0.7246376811594203,0.7246376811594203,3.638731622893332,3.6982780362555605,0.0601,0.0303,0.0303,0.7452,0.1343
2,18000,0.0008305810199677136,0.007393788183141569,0.7246376811594203,0.7246376811594203,3.5502067456712867,3.6982780362555605,0.0506,0.0306,0.0306,0.7414,0.1469
2,18500,0.000731608938778537,0.00670490694267202,0.7246376811594203,0.7246376811594203,3.5079612481039377,3.6982780362555605,0.046,0.0296,0.0345,0.7321,0.1579
2,19000,0.0006444303763664909,0.006080208953293288,0.7246376811594203,0.7246376811594203,3.5635933101793156,3.6982780362555605,0.0522,0.03,0.0307,0.7343,0.1529
2,19500,0.0005676400163688651,0.005513714244179366,0.7246376811594203,0.7246376811594203,3.6311060677870017,3.6982780362555605,0.0574,0.0339,0.0298,0.749,0.13
2,20000,0.0005,0.005,0.7246376811594203,0.7246376811594203,3.5948951097695203,3.6982780362555605,0.0541,0.033,0.0298,0.7455,0.1376
3,500,0.07046719548751319,0.22670743252963846,0.6159420289855072,0.7246376811594203,4.408993768232993,3.6982780362555605,0.0287,0.1546,0.2677,0.5202,0.0287
3,1000,0.06207032049844251,0.20558503985672227,0.6594202898550725,0.7246376811594203,7.996046668464163,3.6982780362555605,0.4409,0.1199,0.0405,0.0405,0.3581
3,1500,0.05467401760670432,0.1864306262096836,0.6884057971014492,0.7246376811594203,7.031527080725227,3.6982780362555605,0.3982,0.0355,0.0355,0.4292,0.1017
3,2000,0.04815905858474214,0.16906083445156034,0.644927536231884,0.7246376811594203,6.074752700274744,3.6982780362555605,0.023,0.4602,0.2437,0.023,0.25
3,2500,0.04242042244732032,0.153309390879326,0.6811594202898551,0.7246376811594203,7.778023328364357,3.6982780362555605,0.4457,0.0841,0.0296,0.2885,0.1521
3,3000,0.037365602515727674,0.13902551355573906,0.6376811594202898,0.7246376811594203,5.355220229456578,3.6982780362555605,0.059,0.2617,0.2603,0.1329,0.2862
3,3500,0.03291311521230621,0.1260724689373442,0.6304347826086957,0.7246376811594203,5.0859931840709205,3.6982780362555605,0.1152,0.1089,0.2672,0.1467,0.3621
3,4000,0.028991186547107823,0.11432626298183159,0.6666666666666666,0.7246376811594203,9.847000479620696,3.6982780362555605,0.4935,0.3726,0.0313,0.0713,0.0313
3,4500,0.02553659512287512,0.10367445420527714,0.6521739130434783,0.7246376811594203,5.656966084609994,3.6982780362555605,0.1983,0.07,0.2459,0.1261,0.3597
3,5000,0.022493653007613964,0.09401507732715984,0.6811594202898551,0.7246376811594203,6.178600474731442,3.6982780362555605,0.1927,0.2312,0.0779,0.3072,0.191
3,5500,0.019813308046447778,0.08525566719966332,0.6739130434782609,0.7246376811594203,7.8115108346837046,3.6982780362555605,0.3798,0.1763,0.1457,0.2679,0.0303
3,6000,0.017452353142041924,0.07731237367774793,0.6739130434782609,0.7246376811594203,7.61653565240391,3.6982780362555605,0.3151,0.2685,0.0915,0.1874,0.1375
3,6500,0.01537272975721729,0.07010915895701694,0.6811594202898551,0.7246376811594203,7.798863729424819,3.6982780362555605,0.3087,0.2971,0.1355,0.0743,0.1845
3,7000,0.01354091441223178,0.06357706969583046,0.6666666666666666,0.7246376811594203,8.471783102150743,3.6982780362555605,0.2651,0.4862,0.181,0.0308,0.0369
3,7500,0.011927378287080268,0.05765357695399842,0.6666666666666666,0.7246376811594203,5.718160102888185,3.6982780362555605,0.2075,0.1357,0.0547,0.5564,0.0457
3,8000,0.010506111217615069,0.05228197762956366,0.6739130434782609,0.7246376811594203,7.7929988584759355,3.6982780362555605,0.4082,0.1245,0.1052,0.0695,0.2926
3,8500,0.009254202412315456,0.04741085166388148,0.6666666666666666,0.7246376811594203,9.630650058583347,3.6982780362555605,0.6256,0.0849,0.0577,0.0289,0.2029
3,9000,0.008151471130870617,0.04299356981904843,0.6739130434782609,0.7246376811594203,3.821513915353997,3.6982780362555605,0.029,0.1077,0.029,0.4339,0.4005
3,9500,0.007180141371123501,0.038987847315840894,0.6739130434782609,0.7246376811594203,8.142491150176495,3.6982780362555605,0.3563,0.2858,0.1111,0.1728,0.074
3,10000,0.006324555320336759,0.035355339059327376,0.6666666666666666,0.7246376811594203,4.410559265300218,3.6982780362555605,0.031,0.1922,0.0805,0.2685,0.4279
3,10500,0.005570920951622025,0.03206127257741981,0.6811594202898551,0.7246376811594203,3.8377010201372923,3.6982780362555605,0.0733,0.0377,0.0295,0.6047,0.2549
3,11000,0.004907089696792903,0.02907411515863899,0.6811594202898551,0.7246376811594203,7.664817648184848,3.6982780362555605,0.3405,0.2262,0.105,0.1478,0.1804
3,11500,0.004322360611733344,0.02636527200274436,0.6956521739130435,0.7246376811594203,7.063410883810765,3.6982780362555605,0.4052,0.0277,0.0277,0.3502,0.1893
3,12000,0.0038073078774317577,0.023908812494750926,0.6739130434782609,0.7246376811594203,6.74507314486344,3.6982780362555605,0.1929,0.3121,0.1414,0.157,0.1966
3,12500,0.003353628856001657,0.02168122198207009,0.6884057971014492,0.7246376811594203,6.802864531729969,3.6982780362555605,0.3693,0.0506,0.0299,0.5204,0.0299
3,13000,0.0029540102523554247,0.019661176678641073,0.6884057971014492,0.7246376811594203,8.369336101071546,3.6982780362555605,0.5248,0.0439,0.0283,0.1027,0.3003
3,13500,0.0026020102240605987,0.017829339541305285,0.6811594202898551,0.7246376811594203,6.715978090904758,3.6982780362555605,0.299,0.1229,0.1045,0.0956,0.3781
3,14000,0.0022919545389923283,0.01616817516443394,0.6884057971014492,0.7246376811594203,6.090620545736949,3.6982780362555605,0.1904,0.2133,0.0871,0.2355,0.2736
3,14500,0.0020188451068458195,0.014661781920873132,0.6884057971014492,0.7246376811594203,6.603429051344974,3.6982780362555605,0.2278,0.2301,0.1089,0.1163,0.3169
3,15000,0.001778279410038923,0.013295739742362471,0.6884057971014492,0.7246376811594203,6.247403231389194,3.6982780362555605,0.2048,0.2144,0.0884,0.1942,0.2982
3,15500,0.001566379535232905,0.01205697208229309,0.6884057971014492,0.7246376811594203,6.221473996829405,3.6982780362555605,0.227,0.1671,0.0909,0.1544,0.3605
3,16000,0.0013797296614612145,0.010933620739432779,0.6884057971014492,0.7246376811594203,5.742744793878389,3.6982780362555605,0.1754,0.1751,0.0881,0.2251,0.3362
3,16500,0.0012153209971763482,0.009914932344358453,0.6884057971014492,0.7246376811594203,6.029724369822692,3.6982780362555605,0.1863,0.2113,0.0871,0.2781,0.2372
3,17000,0.0010705032786013148,0.008991155421978295,0.6884057971014492,0.7246376811594203,6.386552636762229,3.6982780362555605,0.2217,0.2135,0.0884,0.282,0.1944
3,17500,0.000942942047540283,0.008153447044766548,0.6884057971014492,0.7246376811594203,6.135820785884058,3.6982780362555605,0.1837,0.2355,0.0871,0.2765,0.2171
3,18000,0.0008305810199677136,0.007393788183141569,0.6884057971014492,0.7246376811594203,6.093076753702986,3.6982780362555605,0.19,0.2131,0.0932,0.2433,0.2603
3,18500,0.000731608938778537,0.00670490694267202,0.6884057971014492,0.7246376811594203,5.731720941060758,3.6982780362555605,0.1751,0.1756,0.0858,0.2595,0.3039
3,19000,0.0006444303763664909,0.006080208953293288,0.6884057971014492,0.7246376811594203,5.189098629503399,3.6982780362555605,0.138,0.1443,0.084,0.3052,0.3285
3,19500,0.0005676400163688651,0.005513714244179366,0.6884057971014492,0.7246376811594203,5.909353217605805,3.6982780362555605,0.2055,0.1493,0.0871,0.1597,0.3985
3,20000,0.0005,0.005,0.6884057971014492,0.7246376811594203,6.0612702297433465,3.6982780362555605,0.2068,0.1727,0.0988,0.1761,0.3456
4,500,0.07046719548751319,0.22670743252963846,0.6231884057971014,0.7246376811594203,7.295776065301039,3.6982780362555605,0.3059,0.1431,0.38,0.1265,0.0446
4,1000,0.06207032049844251,0.20558503985672227,0.6739130434782609,0.7246376811594203,8.315554370502202,3.6982780362555605,0.4966,0.0949,0.0186,0.2815,0.1084
4,1500,0.05467401760670432,0.1864306262096836,0.6666666666666666,0.7246376811594203,7.510895541800636,3.6982780362555605,0.3494,0.2005,0.0652,0.3376,0.0473
4,2000,0.04815905858474214,0.16906083445156034,0.6739130434782609,0.7246376811594203,4.135956798274032,3.6982780362555605,0.0795,0.0727,0.0214,0.3293,0.4971
4,2500,0.04242042244732032,0.153309390879326,0.7028985507246377,0.7246376811594203,4.332266101588391,3.6982780362555605,0.1254,0.0432,0.0221,0.7388,0.0705
4,3000,0.037365602515727674,0.13902551355573906,0.644927536231884,0.7246376811594203,6.203826407565036,3.6982780362555605,0.0274,0.5364,0.0274,0.0274,0.3813
4,3500,0.03291311521230621,0.1260724689373442,0.6739130434782609,0.7246376811594203,5.789957951511026,3.6982780362555605,0.2709,0.0242,0.0242,0.1054,0.5752
4,4000,0.028991186547107823,0.11432626298183159,0.6304347826086957,0.7246376811594203,8.095692032376672,3.6982780362555605,0.3477,0.2411,0.285,0.0939,0.0323
4,4500,0.02553659512287512,0.10367445420527714,0.6666666666666666,0.7246376811594203,7.287040115150028,3.6982780362555605,0.3493,0.1668,0.0368,0.3308,0.1164
4,5000,0.022493653007613964,0.09401507732715984,0.6739130434782609,0.7246376811594203,3.60341900192129,3.6982780362555605,0.0461,0.0349,0.0349,0.4398,0.4444
4,5500,0.019813308046447778,0.08525566719966332,0.6376811594202898,0.7246376811594203,4.684875976590249,3.6982780362555605,0.1323,0.0279,0.2035,0.3079,0.3284
4,6000,0.017452353142041924,0.07731237367774793,0.6739130434782609,0.7246376811594203,7.324093635909832,3.6982780362555605,0.3837,0.0778,0.1369,0.1876,0.214
4,6500,0.01537272975721729,0.07010915895701694,0.6521739130434783,0.7246376811594203,6.937982212855144,3.6982780362555605,0.2883,0.1564,0.2107,0.156,0.1885
4,7000,0.01354091441223178,0.06357706969583046,0.6739130434782609,0.7246376811594203,7.107082281048117,3.6982780362555605,0.3602,0.0768,0.1323,0.0808,0.3499
4,7500,0.011927378287080268,0.05765357695399842,0.6811594202898551,0.7246376811594203,5.712626424273504,3.6982780362555605,0.1581,0.1965,0.1197,0.3348,0.1908
4,8000,0.010506111217615069,0.05228197762956366,0.6739130434782609,0.7246376811594203,8.563624601841314,3.6982780362555605,0.4767,0.1333,0.1375,0.0265,0.226
4,8500,0.009254202412315456,0.04741085166388148,0.6666666666666666,0.7246376811594203,7.396733583849776,3.6982780362555605,0.2331,0.3595,0.1553,0.2246,0.0274
4,9000,0.008151471130870617,0.04299356981904843,0.6811594202898551,0.7246376811594203,5.097357715952939,3.6982780362555605,0.196,0.0307,0.0307,0.145,0.5976
4,9500,0.007180141371123501,0.038987847315840894,0.717391304347826,0.7246376811594203,3.3277565238931284,3.6982780362555605,0.029,0.029,0.029,0.7492,0.1637
4,10000,0.006324555320336759,0.035355339059327376,0.6956521739130435,0.7246376811594203,4.021273042223436,3.6982780362555605,0.0697,0.0838,0.0286,0.7308,0.0871
4,10500,0.005570920951622025,0.03206127257741981,0.717391304347826,0.7246376811594203,3.3980021314635147,3.6982780362555605,0.0312,0.0358,0.0312,0.7068,0.1951
4,11000,0.004907089696792903,0.02907411515863899,0.717391304347826,0.7246376811594203,3.713743364966381,3.6982780362555605,0.0684,0.0292,0.0292,0.739,0.1343
4,11500,0.004322360611733344,0.02636527200274436,0.717391304347826,0.7246376811594203,3.5788790559992902,3.6982780362555605,0.0523,0.0305,0.0439,0.7731,0.1002
4,12000,0.0038073078774317577,0.023908812494750926,0.717391304347826,0.7246376811594203,3.4149149287719123,3.6982780362555605,0.0362,0.0294,0.0294,0.6842,0.2207
4,12500,0.003353628856001657,0.02168122198207009,0.717391304347826,0.7246376811594203,3.370250918382473,3.6982780362555605,0.0315,0.0315,0.0315,0.7407,0.165
4,13000,0.0029540102523554247,0.019661176678641073,0.717391304347826,0.7246376811594203,3.35449387320973,3.6982780362555605,0.0302,0.0302,0.0366,0.7589,0.1441
4,13500,0.0026020102240605987,0.017829339541305285,0.7246376811594203,0.7246376811594203,3.6153705289182314,3.6982780362555605,0.0571,0.0312,0.0312,0.7497,0.1308
4,14000,0.0022919545389923283,0.01616817516443394,0.7246376811594203,0.7246376811594203,3.5841614819390237,3.6982780362555605,0.0543,0.0303,0.0303,0.741,0.1441
4,14500,0.0020188451068458195,0.014661781920873132,0.7246376811594203,0.7246376811594203,3.591258846745261,3.6982780362555605,0.0546,0.0306,0.0306,0.7311,0.1531
4,15000,0.001778279410038923,0.013295739742362471,0.717391304347826,0.7246376811594203,3.617868707783188,3.6982780362555605,0.0574,0.0298,0.0298,0.7117,0.1712
4,15500,0.001566379535232905,0.01205697208229309,0.7246376811594203,0.7246376811594203,3.5560212621822225,3.6982780362555605,0.0523,0.0292,0.0292,0.7435,0.1458
4,16000,0.0013797296614612145,0.010933620739432779,0.7246376811594203,0.7246376811594203,3.5681799620041086,3.6982780362555605,0.0519,0.0313,0.0317,0.7437,0.1413
4,16500,0.0012153209971763482,0.009914932344358453,0.7246376811594203,0.7246376811594203,3.6264749565840844,3.6982780362555605,0.0553,0.0366,0.03,0.7458,0.1323
4,17000,0.0010705032786013148,0.008991155421978295,0.7246376811594203,0.7246376811594203,3.588978852016491,3.6982780362555605,0.0491,0.0401,0.0318,0.7387,0.1404
4,17500,0.000942942047540283,0.008153447044766548,0.7246376811594203,0.7246376811594203,3.487091728938325,3.6982780362555605,0.0441,0.0311,0.0305,0.7534,0.1409
4,18000,0.0008305810199677136,0.007393788183141569,0.7246376811594203,0.7246376811594203,3.5085926079959195,3.6982780362555605,0.0459,0.0311,0.032,0.7427,0.1483
4,18500,0.000731608938778537,0.00670490694267202,0.7246376811594203,0.7246376811594203,3.596502774173416,3.6982780362555605,0.0559,0.0298,0.0298,0.7369,0.1477
4,19000,0.0006444303763664909,0.006080208953293288,0.7246376811594203,0.7246376811594203,3.5146333564128067,3.6982780362555605,0.0477,0.0299,0.0305,0.7579,0.1339
4,19500,0.0005676400163688651,0.005513714244179366,0.7246376811594203,0.7246376811594203,3.595966512776221,3.6982780362555605,0.0559,0.0298,0.0306,0.7487,0.135
4,20000,0.0005,0.005,0.7246376811594203,0.7246376811594203,3.5742104133818207,3.6982780362555605,0.0522,0.0322,0.0302,0.7392,0.1461
5,500,0.07046719548751319,0.22670743252963846,0.6594202898550725,0.7246376811594203,5.843873106498429,3.6982780362555605,0.1461,0.2224,0.1693,0.1796,0.2827
5,1000,0.06207032049844251,0.20558503985672227,0.6739130434782609,0.7246376811594203,7.61289906480493,3.6982780362555605,0.3972,0.102,0.1706,0.2905,0.0397
5,1500,0.05467401760670432,0.1864306262096836,0.6811594202898551,0.7246376811594203,8.216699443719703,3.6982780362555605,0.4214,0.1749,0.1154,0.031,0.2572
5,2000,0.04815905858474214,0.16906083445156034,0.644927536231884,0.7246376811594203,5.610698247129883,3.6982780362555605,0.1238,0.1929,0.2415,0.0266,0.4152
5,2500,0.04242042244732032,0.153309390879326,0.6231884057971014,0.7246376811594203,4.938218841097841,3.6982780362555605,0.078,0.1713,0.2241,0.4086,0.1179
5,3000,0.037365602515727674,0.13902551355573906,0.6884057971014492,0.7246376811594203,7.157290610334015,3.6982780362555605,0.4108,0.0296,0.0296,0.2336,0.2965
5,3500,0.03291311521230621,0.1260724689373442,0.6594202898550725,0.7246376811594203,6.621454264224486,3.6982780362555605,0.2445,0.2228,0.0683,0.3144,0.15
5,4000,0.028991186547107823,0.11432626298183159,0.6594202898550725,0.7246376811594203,6.18686202338591,3.6982780362555605,0.1298,0.3489,0.0261,0.0261,0.4692
